Accession,Release_Date,Species,Length,Sequence_Type,Nuc_Completeness,Geo_Location,USA,Host,Isolation_Source,Collection_Date,GenBank_Title
MW035406,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1235/2020, complete genome"
MW035407,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1236/2020, complete genome"
MW035408,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1237/2020, complete genome"
MW035409,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1238/2020, complete genome"
MW035410,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Green county",WI,Homo sapiens,oronasopharynx,2020-08-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1239/2020, complete genome"
MW035411,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1240/2020, complete genome"
MW035412,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1241/2020, complete genome"
MW035413,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1242/2020, complete genome"
MW035414,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1243/2020, complete genome"
MW035415,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1244/2020, complete genome"
MW035416,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1245/2020, complete genome"
MW035418,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1247/2020, complete genome"
MW035419,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-19,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1248/2020, complete genome"
MW035420,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1249/2020, complete genome"
MW035422,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Green county",WI,Homo sapiens,oronasopharynx,2020-08-18,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1251/2020, complete genome"
MW035423,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1252/2020, complete genome"
MW035425,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,2020-08-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1254/2020, complete genome"
MW035426,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Green county",WI,Homo sapiens,oronasopharynx,2020-08-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1255/2020, complete genome"
MW035427,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1256/2020, complete genome"
MW035428,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1257/2020, complete genome"
MW035429,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1258/2020, complete genome"
MW035430,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Rock county",WI,Homo sapiens,oronasopharynx,2020-08-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1259/2020, complete genome"
MW035431,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1260/2020, complete genome"
MW035432,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1261/2020, complete genome"
MW035433,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1262/2020, complete genome"
MW035434,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1263/2020, complete genome"
MW035435,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1264/2020, complete genome"
MW035436,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1266/2020, complete genome"
MW035437,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1267/2020, complete genome"
MW035438,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dodge county",WI,Homo sapiens,oronasopharynx,2020-08-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1268/2020, complete genome"
MW035439,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Iowa county",WI,Homo sapiens,oronasopharynx,2020-08-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1269/2020, complete genome"
MW035440,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1270/2020, complete genome"
MW035441,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1271/2020, complete genome"
MW035442,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Columbia county",WI,Homo sapiens,oronasopharynx,2020-08-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1272/2020, complete genome"
MW035443,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1273/2020, complete genome"
MW035444,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1274/2020, complete genome"
MW035445,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1275/2020, complete genome"
MW035446,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1276/2020, complete genome"
MW035447,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1277/2020, complete genome"
MW035448,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1278/2020, complete genome"
MW035449,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1279/2020, complete genome"
MW035450,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1280/2020, complete genome"
MW035451,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1281/2020, complete genome"
MW035452,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dodge county",WI,Homo sapiens,oronasopharynx,2020-08-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1282/2020, complete genome"
MW035453,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1283/2020, complete genome"
MW035454,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-11,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1284/2020, complete genome"
MW035455,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1285/2020, complete genome"
MW035456,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Jefferson county",WI,Homo sapiens,oronasopharynx,2020-08-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1286/2020, complete genome"
MW035458,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Jefferson county",WI,Homo sapiens,oronasopharynx,2020-09-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1288/2020, complete genome"
MW035459,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: New York, Nassau county",NY,Homo sapiens,oronasopharynx,2020-09-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-UW-1289/2020, complete genome"
MW035460,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29773,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1290/2020, complete genome"
MW035461,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Jefferson county",WI,Homo sapiens,oronasopharynx,2020-08-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1291/2020, complete genome"
MW035462,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1292/2020, complete genome"
MW035463,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1293/2020, complete genome"
MW035464,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1294/2020, complete genome"
MW035465,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dodge county",WI,Homo sapiens,oronasopharynx,2020-09-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1295/2020, complete genome"
MW035466,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: California, San Diego county",CA,Homo sapiens,oronasopharynx,2020-09-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-UW-1296/2020, complete genome"
MW035468,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Adams county",WI,Homo sapiens,oronasopharynx,2020-08-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1298/2020, complete genome"
MW035469,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Iowa county",WI,Homo sapiens,oronasopharynx,2020-08-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1299/2020, complete genome"
MW035471,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1301/2020, complete genome"
MW035472,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1302/2020, complete genome"
MW035473,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1303/2020, complete genome"
MW035474,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1304/2020, complete genome"
MW035475,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: Wisconsin, Columbia county",WI,Homo sapiens,oronasopharynx,2020-08-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1305/2020, complete genome"
MW035476,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,GenBank,complete,"USA: California, Los Angeles county",CA,Homo sapiens,oronasopharynx,2020-09-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-UW-1306/2020, complete genome"
